number,value,datetime_start,datetime_complete,duration,params_rf__ccp_alpha,params_rf__max_features,params_rf__min_samples_leaf,params_rf__n_estimators,user_attrs_mean_fit_time,user_attrs_mean_score_time,user_attrs_mean_test_score,user_attrs_split0_test_score,user_attrs_split1_test_score,user_attrs_split2_test_score,user_attrs_std_fit_time,user_attrs_std_score_time,user_attrs_std_test_score,state
74,0.9271802236900043,2023-09-03 22:41:32.320795,2023-09-03 22:43:03.280256,0 days 00:01:30.959461,0.0,6,11,100,29.571451743443806,0.7031892935434977,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.6241963991189515,0.21362928098110015,0.006359649130683244,COMPLETE
75,0.9271802236900043,2023-09-03 22:41:52.278096,2023-09-03 22:43:18.522069,0 days 00:01:26.243973,0.0,6,11,100,28.304776589075725,0.3885194460550944,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.7362392884654921,0.028610654367718258,0.006359649130683244,COMPLETE
76,0.9271802236900043,2023-09-03 22:41:52.823271,2023-09-03 22:43:23.789748,0 days 00:01:30.966477,0.0,6,11,100,29.525510390599568,0.7284629344940186,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.4351131416987451,0.448669218175573,0.006359649130683244,COMPLETE
77,0.9271802236900043,2023-09-03 22:42:00.376119,2023-09-03 22:43:28.796240,0 days 00:01:28.420121,0.0,6,11,100,28.97320532798767,0.41113464037577313,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.5380126933492944,0.014438404189440462,0.006359649130683244,COMPLETE
78,0.9262256867037512,2023-09-03 22:42:11.736174,2023-09-03 22:43:26.320087,0 days 00:01:14.583913,0.0,6,51,100,24.39212719599406,0.42398873964945477,0.9262256867037512,0.9187251704210347,0.9239226466749689,0.9360292430152497,1.3819425880900582,0.06834998124804714,0.007249631122436283,COMPLETE
79,0.9262256867037512,2023-09-03 22:42:20.301148,2023-09-03 22:43:39.663094,0 days 00:01:19.361946,0.0,6,51,100,25.84426760673523,0.5460228125254313,0.9262256867037512,0.9187251704210347,0.9239226466749689,0.9360292430152497,0.44687119509795115,0.23815162185706626,0.007249631122436283,COMPLETE
80,0.9271802236900043,2023-09-03 22:42:35.780718,2023-09-03 22:44:03.595958,0 days 00:01:27.815240,0.0,6,11,100,28.494571288426716,0.7101379235585531,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,1.1291991246558797,0.3991599919465915,0.006359649130683244,COMPLETE
81,0.9271802236900043,2023-09-03 22:42:45.065490,2023-09-03 22:44:11.783621,0 days 00:01:26.718131,0.0,6,11,100,28.277132590611775,0.5823988914489746,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.4655820544694567,0.25610446851034385,0.006359649130683244,COMPLETE
82,0.9271802236900043,2023-09-03 22:43:03.292257,2023-09-03 22:44:35.826483,0 days 00:01:32.534226,0.0,6,11,100,30.13330912590027,0.6399075190226237,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.9640208722922498,0.29618006388524437,0.006359649130683244,COMPLETE
83,0.9271802236900043,2023-09-03 22:43:18.528072,2023-09-03 22:44:44.282095,0 days 00:01:25.754023,0.0,6,11,100,27.886584520339966,0.6503925323486328,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.8620135868945971,0.35908722462501175,0.006359649130683244,COMPLETE
84,0.9271802236900043,2023-09-03 22:43:23.796747,2023-09-03 22:44:55.679925,0 days 00:01:31.883178,0.0,6,11,100,30.035356601079304,0.5405160586039225,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.8044477626696094,0.15421065928483094,0.006359649130683244,COMPLETE
85,0.9271802236900043,2023-09-03 22:43:26.331088,2023-09-03 22:44:52.340323,0 days 00:01:26.009235,0.0,6,11,100,28.143044074376423,0.4813491503397624,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.9843223313804973,0.15101964630862777,0.006359649130683244,COMPLETE
86,0.9153509568339312,2023-09-03 22:43:28.808240,2023-09-03 22:45:06.953853,0 days 00:01:38.145613,0.0,6,1,100,32.2273694674174,0.4379856586456299,0.9153509568339312,0.9063176520867577,0.9121245276468362,0.9276106907681995,0.6711599278375076,0.027813567464026835,0.008987241254387506,COMPLETE
87,0.9153509568339312,2023-09-03 22:43:39.674097,2023-09-03 22:45:20.898992,0 days 00:01:41.224895,0.0,6,1,100,33.05389483769735,0.6385583082834879,0.9153509568339312,0.9063176520867577,0.9121245276468362,0.9276106907681995,1.0012555669538994,0.17863796837353446,0.008987241254387506,COMPLETE
88,0.9271802236900043,2023-09-03 22:44:03.601960,2023-09-03 22:45:27.465741,0 days 00:01:23.863781,0.0,6,11,100,27.508103768030804,0.390625794728597,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.8555653359514596,0.014228233736629304,0.006359649130683244,COMPLETE
89,0.9271802236900043,2023-09-03 22:44:11.791622,2023-09-03 22:45:38.646330,0 days 00:01:26.854708,0.0,6,11,100,28.380205631256104,0.5185205936431885,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.6142464487014708,0.16963861501764294,0.006359649130683244,COMPLETE
90,0.9271802236900043,2023-09-03 22:44:35.832485,2023-09-03 22:46:07.536700,0 days 00:01:31.704215,0.0,6,11,100,29.904847383499146,0.6168705622355143,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,1.2783397937529617,0.2860391191472611,0.006359649130683244,COMPLETE
91,0.9153509568339312,2023-09-03 22:44:44.291096,2023-09-03 22:46:17.194257,0 days 00:01:32.903161,0.0,6,1,100,30.531068166097004,0.3881395657857259,0.9153509568339312,0.9063176520867577,0.9121245276468362,0.9276106907681995,0.8757060828886104,0.01698940028424673,0.008987241254387506,COMPLETE
92,0.9153509568339312,2023-09-03 22:44:52.347328,2023-09-03 22:46:27.485819,0 days 00:01:35.138491,0.0,6,1,100,31.103107770284016,0.5485254923502604,0.9153509568339312,0.9063176520867577,0.9121245276468362,0.9276106907681995,1.07690354131708,0.23827294832954568,0.008987241254387506,COMPLETE
93,0.9153509568339312,2023-09-03 22:44:55.685451,2023-09-03 22:46:37.832340,0 days 00:01:42.146889,0.0,6,1,100,33.18416086832682,0.8092907269795736,0.9153509568339312,0.9063176520867577,0.9121245276468362,0.9276106907681995,0.8858522306575278,0.26639611764616555,0.008987241254387506,COMPLETE
94,0.9153509568339312,2023-09-03 22:45:06.959856,2023-09-03 22:46:47.350203,0 days 00:01:40.390347,0.0,6,1,100,32.87058130900065,0.5351829528808594,0.9153509568339312,0.9063176520867577,0.9121245276468362,0.9276106907681995,0.14065732990756147,0.1754352645300815,0.008987241254387506,COMPLETE
95,0.9271802236900043,2023-09-03 22:45:20.904989,2023-09-03 22:46:52.225785,0 days 00:01:31.320796,0.0,6,11,100,29.973445971806843,0.40779884656270343,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.3233325933378958,0.01657961890554985,0.006359649130683244,COMPLETE
96,0.9271802236900043,2023-09-03 22:45:27.471743,2023-09-03 22:46:54.673581,0 days 00:01:27.201838,0.0,6,11,100,28.28981884320577,0.731937567392985,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.8777753960121069,0.23216827759250644,0.006359649130683244,COMPLETE
97,0.9271802236900043,2023-09-03 22:45:38.652330,2023-09-03 22:47:04.289744,0 days 00:01:25.637414,0.0,6,11,100,28.091643651326496,0.4076511859893799,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,1.0165600986038434,0.03183719506105627,0.006359649130683244,COMPLETE
98,0.9271802236900043,2023-09-03 22:46:07.546695,2023-09-03 22:47:40.527617,0 days 00:01:32.980922,0.0,6,11,100,29.89602319399516,1.0162518819173176,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,1.5127758453234756,0.032421856570241527,0.006359649130683244,COMPLETE
99,0.9271802236900043,2023-09-03 22:46:17.205263,2023-09-03 22:47:42.158325,0 days 00:01:24.953062,0.0,6,11,100,27.72542866071065,0.5375754038492838,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,1.0518093185568194,0.24315026826813918,0.006359649130683244,COMPLETE
100,0.9271802236900043,2023-09-03 22:46:27.496820,2023-09-03 22:47:57.403617,0 days 00:01:29.906797,0.0,6,11,100,28.984050750732422,0.9361892541249593,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,2.057439381769903,0.059669216106905086,0.006359649130683244,COMPLETE
101,0.9271802236900043,2023-09-03 22:46:37.846341,2023-09-03 22:48:12.908448,0 days 00:01:35.062107,0.0,6,11,100,31.185879707336426,0.4364634354909261,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,2.162022099860995,0.022009110201699898,0.006359649130683244,COMPLETE
102,0.9271802236900043,2023-09-03 22:46:47.359201,2023-09-03 22:48:20.800290,0 days 00:01:33.441089,0.0,6,11,100,30.634848594665527,0.4599950313568115,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,1.8192174088105255,0.016647094875388648,0.006359649130683244,COMPLETE
103,0.9271802236900043,2023-09-03 22:46:52.231796,2023-09-03 22:48:28.186135,0 days 00:01:35.954339,0.0,6,11,100,31.17615532875061,0.7324237823486328,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,2.0619561240734283,0.404830734543679,0.006359649130683244,COMPLETE
104,0.9271802236900043,2023-09-03 22:46:54.683583,2023-09-03 22:48:25.417668,0 days 00:01:30.734085,0.0,6,11,100,29.551214933395386,0.6265582243601481,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,1.4178966150853578,0.17925524441588966,0.006359649130683244,COMPLETE
105,0.9271802236900043,2023-09-03 22:47:04.294746,2023-09-03 22:48:32.449063,0 days 00:01:28.154317,0.0,6,11,100,28.928620258967083,0.4066268603006999,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,2.4572446070404057,0.05033202453482427,0.006359649130683244,COMPLETE
106,0.9272945780110877,2023-09-03 22:47:40.625144,2023-09-03 22:52:01.847584,0 days 00:04:21.222440,0.0,6,11,300,86.19019428888957,0.8287575244903564,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,0.9361830185451167,0.1315946788221568,0.0061218286234566155,COMPLETE
107,0.9272945780110877,2023-09-03 22:47:42.170326,2023-09-03 22:51:45.447832,0 days 00:04:03.277506,0.0,6,11,300,80.35608990987141,0.6765576203664144,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,0.1431057931129198,0.02233017195381921,0.0061218286234566155,COMPLETE
108,0.9271802236900043,2023-09-03 22:47:57.411616,2023-09-03 22:49:25.647829,0 days 00:01:28.236213,0.0,6,11,100,28.783015569051106,0.5621867974599203,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.49555088534290787,0.2359011546175173,0.006359649130683244,COMPLETE
109,0.9271802236900043,2023-09-03 22:48:12.918449,2023-09-03 22:49:42.870266,0 days 00:01:29.951817,0.0,6,11,100,29.522444089253742,0.4021296501159668,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.8711049239183413,0.02336059178087435,0.006359649130683244,COMPLETE
110,0.9271802236900043,2023-09-03 22:48:20.805287,2023-09-03 22:49:51.780513,0 days 00:01:30.975226,0.0,6,11,100,29.595649878184002,0.6742416222890218,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,1.2498149315724618,0.342419497001833,0.006359649130683244,COMPLETE
111,0.9271802236900043,2023-09-03 22:48:25.423670,2023-09-03 22:49:50.679589,0 days 00:01:25.255919,0.0,6,11,100,27.926442861557007,0.440998633702596,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.4861399982141582,0.07326137002253806,0.006359649130683244,COMPLETE
112,0.9271802236900043,2023-09-03 22:48:28.284677,2023-09-03 22:50:01.746671,0 days 00:01:33.461994,0.0,6,11,100,30.26818537712097,0.8081216017405192,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.9012330524820431,0.3213312390584064,0.006359649130683244,COMPLETE
113,0.9271802236900043,2023-09-03 22:48:32.454063,2023-09-03 22:49:58.628034,0 days 00:01:26.173971,0.0,6,11,100,28.113690773646038,0.5559431711832682,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,1.146257778455747,0.24812526249421285,0.006359649130683244,COMPLETE
114,0.9272945780110877,2023-09-03 22:49:25.654831,2023-09-03 22:53:25.384100,0 days 00:03:59.729269,0.0,6,11,300,78.76784165700276,1.0925448735555012,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,1.4589491194183914,0.3707757483337097,0.0061218286234566155,COMPLETE
115,0.9272945780110877,2023-09-03 22:49:42.879266,2023-09-03 22:54:04.676034,0 days 00:04:21.796768,0.0,6,11,300,86.30509233474731,0.9086348215738932,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,2.5404660730830475,0.21391720622120772,0.0061218286234566155,COMPLETE
116,0.9272945780110877,2023-09-03 22:49:50.685586,2023-09-03 22:53:50.827860,0 days 00:04:00.142274,0.0,6,11,300,78.85087951024373,1.1375192006429036,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,1.5554180534660735,0.3036184444082821,0.0061218286234566155,COMPLETE
117,0.9272945780110877,2023-09-03 22:49:51.788038,2023-09-03 22:54:12.402562,0 days 00:04:20.614524,0.0,6,11,300,86.02056272824605,0.7780749003092448,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,2.1747523100392514,0.018259636934235376,0.0061218286234566155,COMPLETE
118,0.9271802236900043,2023-09-03 22:49:58.635020,2023-09-03 22:51:23.031555,0 days 00:01:24.396535,0.0,6,11,100,27.41410533587138,0.6665592193603516,0.9271802236900043,0.9193267577052439,0.927310904836353,0.9349030085284159,0.6153020558835813,0.30294094533071103,0.006359649130683244,COMPLETE
119,0.9004245634649092,2023-09-03 22:50:01.752674,2023-09-03 22:51:33.010548,0 days 00:01:31.257874,0.01,6,11,100,30.023484230041504,0.34878047307332355,0.9004245634649092,0.8951881559968922,0.8976269427287578,0.9084585916690775,0.5175911543558142,0.009341790018809209,0.005767502467556784,COMPLETE
120,0.9004245634649092,2023-09-03 22:51:23.037560,2023-09-03 22:52:46.571889,0 days 00:01:23.534329,0.01,6,11,100,27.466140349706013,0.3264576594034831,0.9004245634649092,0.8951881559968922,0.8976269427287578,0.9084585916690775,1.2715139677286615,0.005552891997464618,0.005767502467556784,COMPLETE
121,0.9273532204392131,2023-09-03 22:51:33.017546,2023-09-03 22:58:36.892561,0 days 00:07:03.875015,0.0,6,11,500,139.8291200796763,1.4105273087819417,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.07919612514228,0.3595114586094445,0.0060129148495346755,COMPLETE
122,0.9272945780110877,2023-09-03 22:51:45.453830,2023-09-03 22:55:44.838989,0 days 00:03:59.385159,0.0,6,11,300,79.03477843602498,0.7090950806935629,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,1.2442612942541746,0.031252800260463565,0.0061218286234566155,COMPLETE
123,0.9272945780110877,2023-09-03 22:52:01.852587,2023-09-03 22:56:20.984644,0 days 00:04:19.132057,0.0,6,11,300,85.50624918937683,0.8099227746327718,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,2.310104602422509,0.03122748335559965,0.0061218286234566155,COMPLETE
124,0.9265459644014462,2023-09-03 22:52:46.580891,2023-09-03 22:56:10.469999,0 days 00:03:23.889108,0.0,5,11,300,66.47480901082356,1.4353816509246826,0.9265459644014462,0.9190723632674139,0.9256085622698266,0.9349569676670982,1.5248315443201945,1.0007290088242764,0.0065186504892189336,COMPLETE
125,0.9265459644014462,2023-09-03 22:53:25.394098,2023-09-03 22:56:50.818652,0 days 00:03:25.424554,0.0,5,11,300,67.6984076499939,0.7020723819732666,0.9265459644014462,0.9190723632674139,0.9256085622698266,0.9349569676670982,0.6892287028704391,0.002633956967267216,0.0065186504892189336,COMPLETE
126,0.9119495438077899,2023-09-03 22:53:50.834866,2023-09-03 22:57:07.139094,0 days 00:03:16.304228,0.0025,5,21,300,64.50639382998149,0.8774870236714681,0.9119495438077899,0.9057624848910646,0.9089717337825665,0.9211144127497388,0.9275442995837896,0.2899238198492474,0.006611653179764027,COMPLETE
127,0.9119495438077899,2023-09-03 22:54:04.692035,2023-09-03 22:57:33.472191,0 days 00:03:28.780156,0.0025,5,21,300,68.5822463830312,0.9576241970062256,0.9119495438077899,0.9057624848910646,0.9089717337825665,0.9211144127497388,1.7981760665527597,0.4266376645689974,0.006611653179764027,COMPLETE
128,0.9272945780110877,2023-09-03 22:54:12.410567,2023-09-03 22:58:29.351891,0 days 00:04:16.941324,0.0,6,11,300,84.75216070810954,0.8427654107411703,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,2.6666708187786843,0.13819502611544363,0.0061218286234566155,COMPLETE
129,0.9272945780110877,2023-09-03 22:55:44.853993,2023-09-03 22:59:42.110446,0 days 00:03:57.256453,0.0,6,11,300,78.05860837300618,0.9766976038614908,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,1.446421560098262,0.3333500236980207,0.0061218286234566155,COMPLETE
130,0.9272945780110877,2023-09-03 22:56:10.480004,2023-09-03 23:00:08.699316,0 days 00:03:58.219312,0.0,6,11,300,78.64877430597942,0.7073071797688802,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,2.8035133619337094,0.038641464232257824,0.0061218286234566155,COMPLETE
131,0.9272945780110877,2023-09-03 22:56:20.989647,2023-09-03 23:00:44.542903,0 days 00:04:23.553256,0.0,6,11,300,87.03780341148376,0.7542594273885092,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,4.998161199346232,0.0037610666313740225,0.0061218286234566155,COMPLETE
132,0.9263901999671718,2023-09-03 22:56:50.826648,2023-09-03 23:00:37.159833,0 days 00:03:46.333185,0.0,6,21,300,74.65527772903442,0.7375943660736084,0.9263901999671718,0.9199335517348406,0.9240765148459061,0.9351605333207685,2.832651437622813,0.060897019385145926,0.006428068459748574,COMPLETE
133,0.9272945780110877,2023-09-03 22:57:07.146091,2023-09-03 23:01:07.474136,0 days 00:04:00.328045,0.0,6,11,300,78.69837943712871,1.3462780316670735,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,3.628162710857618,0.4574832029692923,0.0061218286234566155,COMPLETE
134,0.9272945780110877,2023-09-03 22:57:33.478194,2023-09-03 23:02:00.416414,0 days 00:04:26.938220,0.0,6,11,300,88.06401642163594,0.858781894048055,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,4.25028402628443,0.0792364709863383,0.0061218286234566155,COMPLETE
135,0.9272945780110877,2023-09-03 22:58:29.357890,2023-09-03 23:02:54.611638,0 days 00:04:25.253748,0.0,6,11,300,87.53526576360066,0.8286255200703939,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,4.597445597536816,0.061959401056873364,0.0061218286234566155,COMPLETE
136,0.9272945780110877,2023-09-03 22:58:36.897561,2023-09-03 23:03:02.599177,0 days 00:04:25.701616,0.0,6,11,300,87.66338928540547,0.8486332893371582,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,4.60896723554991,0.0716852359851338,0.0061218286234566155,COMPLETE
137,0.9272945780110877,2023-09-03 22:59:42.116444,2023-09-03 23:03:46.800685,0 days 00:04:04.684241,0.0,6,11,300,80.80181209246318,0.6980816523234049,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,1.1712079862887521,0.023684890226831783,0.0061218286234566155,COMPLETE
138,0.9272945780110877,2023-09-03 23:00:08.710845,2023-09-03 23:04:11.367033,0 days 00:04:02.656188,0.0,6,11,300,79.68377645810445,1.136440356572469,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,2.1473565501358722,0.5917292660610088,0.0061218286234566155,COMPLETE
139,0.9272945780110877,2023-09-03 23:00:37.178836,2023-09-03 23:04:53.889831,0 days 00:04:16.710995,0.0,6,11,300,84.26679094632466,1.2237659295399983,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,8.42884238623571,0.7601740814754887,0.0061218286234566155,COMPLETE
140,0.9272945780110877,2023-09-03 23:00:44.549904,2023-09-03 23:06:10.556040,0 days 00:05:26.006136,0.0,6,11,300,107.35998209317525,1.2228035132090251,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,27.991063932057507,0.5706435421595338,0.0061218286234566155,COMPLETE
141,0.9067316049136601,2023-09-03 23:01:07.480138,2023-09-03 23:05:41.120567,0 days 00:04:33.640429,0.005,6,11,300,89.92602912584941,1.2315892378489177,0.9067316049136601,0.8991784672663664,0.9039153599821369,0.917100987492477,15.047289078238723,0.24485133739305734,0.007582990151190746,COMPLETE
142,0.9067316049136601,2023-09-03 23:02:00.423415,2023-09-03 23:08:59.040702,0 days 00:06:58.617287,0.005,6,11,300,138.00072860717773,1.4141425291697185,0.9067316049136601,0.8991784672663664,0.9039153599821369,0.917100987492477,46.33089831222549,0.5569572931142001,0.007582990151190746,COMPLETE
143,0.9067316049136601,2023-09-03 23:02:54.620638,2023-09-03 23:10:54.397111,0 days 00:07:59.776473,0.005,6,11,300,158.62112267812094,1.2387274901072185,0.9067316049136601,0.8991784672663664,0.9039153599821369,0.917100987492477,41.7847935575106,0.37033720756331445,0.007582990151190746,COMPLETE
144,0.9272945780110877,2023-09-03 23:03:02.605173,2023-09-03 23:11:14.509012,0 days 00:08:11.903839,0.0,6,11,300,162.12679386138916,1.7683556874593098,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,40.84337521622876,0.5092789913697137,0.0061218286234566155,COMPLETE
145,0.9067316049136601,2023-09-03 23:03:46.807685,2023-09-03 23:10:05.250945,0 days 00:06:18.443260,0.005,6,11,300,124.80693626403809,1.280496597290039,0.9067316049136601,0.8991784672663664,0.9039153599821369,0.917100987492477,16.101889768876823,0.602020222085514,0.007582990151190746,COMPLETE
146,0.9067316049136601,2023-09-03 23:04:11.377036,2023-09-03 23:10:56.081839,0 days 00:06:44.704803,0.005,6,11,300,132.84872587521872,1.9550750255584717,0.9067316049136601,0.8991784672663664,0.9039153599821369,0.917100987492477,9.781714820733324,0.7267968268677402,0.007582990151190746,COMPLETE
147,0.9067316049136601,2023-09-03 23:04:54.029491,2023-09-03 23:11:39.822296,0 days 00:06:45.792805,0.005,6,11,300,133.88308103879294,1.2789243062337239,0.9067316049136601,0.8991784672663664,0.9039153599821369,0.917100987492477,5.985852769517856,0.2806571608547188,0.007582990151190746,COMPLETE
148,0.9272945780110877,2023-09-03 23:05:41.143545,2023-09-03 23:12:31.326404,0 days 00:06:50.182859,0.0,6,11,300,135.59789077440897,1.0571318467458088,0.9272945780110877,0.9200990441606577,0.9267230047009724,0.9350616851716332,2.642878428758024,0.15279774429431256,0.0061218286234566155,COMPLETE
