number,value,datetime_start,datetime_complete,duration,params_rf__ccp_alpha,params_rf__max_features,params_rf__min_samples_leaf,params_rf__n_estimators,user_attrs_mean_fit_time,user_attrs_mean_score_time,user_attrs_mean_test_score,user_attrs_split0_test_score,user_attrs_split1_test_score,user_attrs_split2_test_score,user_attrs_std_fit_time,user_attrs_std_score_time,user_attrs_std_test_score,state
224,0.9273532204392131,2023-09-04 00:08:42.669780,2023-09-04 00:15:44.666243,0 days 00:07:01.996463,0.0,6,11,500,139.4719122250875,1.137215296427409,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.546536113389582,0.03883240940166502,0.0060129148495346755,COMPLETE
225,0.9273532204392131,2023-09-04 00:11:11.326568,2023-09-04 00:18:15.591258,0 days 00:07:04.264690,0.0,6,11,500,140.05689239501953,1.2986512184143066,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.214112559901549,0.2397902072035451,0.0060129148495346755,COMPLETE
226,0.9273532204392131,2023-09-04 00:11:58.866584,2023-09-04 00:18:28.648528,0 days 00:06:29.781944,0.0,6,11,500,128.79310250282288,1.0696923732757568,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.167385777884456,0.08171797865369725,0.0060129148495346755,COMPLETE
227,0.9273532204392131,2023-09-04 00:12:04.565962,2023-09-04 00:19:07.469884,0 days 00:07:02.903922,0.0,6,11,500,139.6221559047699,1.2781267960866292,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.282206092431814,0.19135458080577514,0.0060129148495346755,COMPLETE
228,0.9273532204392131,2023-09-04 00:12:50.924429,2023-09-04 00:19:53.750186,0 days 00:07:02.825757,0.0,6,11,500,139.66330663363138,1.2069180011749268,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.215641727083088,0.09280175918584324,0.0060129148495346755,COMPLETE
229,0.9273532204392131,2023-09-04 00:13:34.085645,2023-09-04 00:20:00.475952,0 days 00:06:26.390307,0.0,6,11,500,127.6438905398051,1.093696117401123,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.6461375362510657,0.11953823288490265,0.0060129148495346755,COMPLETE
230,0.9273532204392131,2023-09-04 00:14:48.429251,2023-09-04 00:21:15.847900,0 days 00:06:27.418649,0.0,6,11,500,127.98363399505615,1.0858829816182454,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.992140476156297,0.06030279738513969,0.0060129148495346755,COMPLETE
231,0.9273532204392131,2023-09-04 00:14:52.169176,2023-09-04 00:21:21.974454,0 days 00:06:29.805278,0.0,6,11,500,128.55878671010336,1.3002755641937256,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.7505564869618326,0.405528789951706,0.0060129148495346755,COMPLETE
232,0.9273532204392131,2023-09-04 00:15:44.677245,2023-09-04 00:22:57.138648,0 days 00:07:12.461403,0.0,6,11,500,142.93822566668192,1.1365493138631184,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.12225212540466,0.030700781235165092,0.0060129148495346755,COMPLETE
233,0.9273532204392131,2023-09-04 00:18:15.598261,2023-09-04 00:25:27.523597,0 days 00:07:11.925336,0.0,6,11,500,142.70371039708456,1.1915404796600342,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.318855305517185,0.09067106050743466,0.0060129148495346755,COMPLETE
234,0.9273532204392131,2023-09-04 00:18:28.657521,2023-09-04 00:25:02.797284,0 days 00:06:34.139763,0.0,6,11,500,129.89253528912863,1.402679204940796,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.157099902347123,0.4039413286143069,0.0060129148495346755,COMPLETE
235,0.9273532204392131,2023-09-04 00:19:07.478901,2023-09-04 00:26:22.857034,0 days 00:07:15.378133,0.0,6,11,500,143.25748467445374,1.7969128290812175,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,7.05685831321892,0.697096398144224,0.0060129148495346755,COMPLETE
236,0.9273532204392131,2023-09-04 00:19:53.767182,2023-09-04 00:27:10.379198,0 days 00:07:16.612016,0.0,6,11,500,143.91641585032144,1.5462369918823242,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,7.075791698762224,0.5813720678465869,0.0060129148495346755,COMPLETE
237,0.9273532204392131,2023-09-04 00:20:00.497963,2023-09-04 00:26:35.527121,0 days 00:06:35.029158,0.0,6,11,500,130.5393058458964,1.0213535626729329,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.7372273074210955,0.03652738697149141,0.0060129148495346755,COMPLETE
238,0.9273532204392131,2023-09-04 00:21:15.853910,2023-09-04 00:27:49.720188,0 days 00:06:33.866278,0.0,6,11,500,129.98136218388876,1.2450412114461262,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.4645370293266493,0.29015533438019997,0.0060129148495346755,COMPLETE
239,0.9273532204392131,2023-09-04 00:21:21.980457,2023-09-04 00:27:56.706008,0 days 00:06:34.725551,0.0,6,11,500,130.47265219688416,1.033181111017863,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.6326483578733095,0.021698760725386505,0.0060129148495346755,COMPLETE
240,0.9273532204392131,2023-09-04 00:22:57.150646,2023-09-04 00:30:10.195833,0 days 00:07:13.045187,0.0,6,11,500,143.09663558006287,1.1695460478464763,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.397440107303631,0.08373652944077781,0.0060129148495346755,COMPLETE
241,0.9273532204392131,2023-09-04 00:25:02.807285,2023-09-04 00:31:35.404435,0 days 00:06:32.597150,0.0,6,11,500,129.77601448694864,1.027834177017212,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.35929306901342,0.03503870521458851,0.0060129148495346755,COMPLETE
242,0.9273532204392131,2023-09-04 00:25:27.529600,2023-09-04 00:32:43.162722,0 days 00:07:15.633122,0.0,6,11,500,143.90475487709045,1.230928897857666,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.501677888522997,0.09195858744951503,0.0060129148495346755,COMPLETE
243,0.9273532204392131,2023-09-04 00:26:22.864033,2023-09-04 00:33:39.636090,0 days 00:07:16.772057,0.0,6,11,500,144.26011951764426,1.2425458431243896,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.4073904394198165,0.0647294306951594,0.0060129148495346755,COMPLETE
244,0.9273532204392131,2023-09-04 00:26:35.533117,2023-09-04 00:33:10.330232,0 days 00:06:34.797115,0.0,6,11,500,130.22942209243774,1.3012547492980957,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.182237963123057,0.24134298640278185,0.0060129148495346755,COMPLETE
245,0.9273532204392131,2023-09-04 00:27:10.413195,2023-09-04 00:34:26.631600,0 days 00:07:16.218405,0.0,6,11,500,144.02967619895935,1.3097693125406902,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.255289928311483,0.31988425535110726,0.0060129148495346755,COMPLETE
246,0.9273532204392131,2023-09-04 00:27:49.729187,2023-09-04 00:34:23.434993,0 days 00:06:33.705806,0.0,6,11,500,130.11414257685342,1.0521709124247234,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.296881786645693,0.044338968466100415,0.0060129148495346755,COMPLETE
247,0.9273532204392131,2023-09-04 00:27:56.716008,2023-09-04 00:34:29.849741,0 days 00:06:33.133733,0.0,6,11,500,129.6026986440023,1.37417999903361,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.5285104518644093,0.2748662896790632,0.0060129148495346755,COMPLETE
248,0.9273532204392131,2023-09-04 00:30:10.204849,2023-09-04 00:37:25.003183,0 days 00:07:14.798334,0.0,6,11,500,143.69633762041727,1.1460716724395752,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.836196611169019,0.04687957412893396,0.0060129148495346755,COMPLETE
249,0.9273532204392131,2023-09-04 00:31:35.418435,2023-09-04 00:38:06.324636,0 days 00:06:30.906201,0.0,6,11,500,129.2029536565145,1.0304261048634846,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.6091655008820613,0.0295489735552425,0.0060129148495346755,COMPLETE
250,0.9273532204392131,2023-09-04 00:32:43.167238,2023-09-04 00:39:53.210778,0 days 00:07:10.043540,0.0,6,11,500,141.62840803464255,1.6539159615834553,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.1674576395343683,0.7464493910962057,0.0060129148495346755,COMPLETE
251,0.9273532204392131,2023-09-04 00:33:10.336231,2023-09-04 00:39:40.618807,0 days 00:06:30.282576,0.0,6,11,500,128.38386527697244,1.6323057015736897,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.0944835881823107,0.8393160003741356,0.0060129148495346755,COMPLETE
252,0.9273532204392131,2023-09-04 00:33:39.643089,2023-09-04 00:40:46.338705,0 days 00:07:06.695616,0.0,6,11,500,141.03362131118774,1.1138707796732585,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.5863579601212123,0.024882682987224288,0.0060129148495346755,COMPLETE
253,0.9273532204392131,2023-09-04 00:34:23.446995,2023-09-04 00:40:52.036955,0 days 00:06:28.589960,0.0,6,11,500,128.35822733243307,1.106215238571167,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.069779570380965,0.07268659673763558,0.0060129148495346755,COMPLETE
254,0.9273532204392131,2023-09-04 00:34:26.640603,2023-09-04 00:41:31.875308,0 days 00:07:05.234705,0.0,6,11,500,140.4994858900706,1.1855684121449788,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.8718152063669087,0.07226003015627837,0.0060129148495346755,COMPLETE
255,0.9273532204392131,2023-09-04 00:34:29.856742,2023-09-04 00:41:00.418371,0 days 00:06:30.561629,0.0,6,11,500,129.0622008641561,1.0573137601216633,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.578733229084367,0.05237053189709738,0.0060129148495346755,COMPLETE
256,0.9273532204392131,2023-09-04 00:37:25.009184,2023-09-04 00:44:42.201892,0 days 00:07:17.192708,0.0,6,11,500,143.8725424607595,1.769991159439087,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.527747991218874,0.42784724021901854,0.0060129148495346755,COMPLETE
257,0.9273532204392131,2023-09-04 00:38:06.330635,2023-09-04 00:44:39.270191,0 days 00:06:32.939556,0.0,6,11,500,129.81656169891357,1.094592809677124,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.7809818098421206,0.03678350139890561,0.0060129148495346755,COMPLETE
258,0.9273532204392131,2023-09-04 00:39:40.626807,2023-09-04 00:46:11.171845,0 days 00:06:30.545038,0.0,6,11,500,128.95671137173971,1.1514445145924885,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.6743017377783136,0.15984617513615582,0.0060129148495346755,COMPLETE
259,0.9273532204392131,2023-09-04 00:39:53.217316,2023-09-04 00:47:09.988541,0 days 00:07:16.771225,0.0,6,11,500,143.9828837712606,1.538679599761963,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.614708805460494,0.5838299842259889,0.0060129148495346755,COMPLETE
260,0.9273532204392131,2023-09-04 00:40:46.344704,2023-09-04 00:48:02.151977,0 days 00:07:15.807273,0.0,6,11,500,144.00000802675882,1.198391596476237,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.3293800380487666,0.022209209887509757,0.0060129148495346755,COMPLETE
261,0.9273532204392131,2023-09-04 00:40:52.042953,2023-09-04 00:47:22.172043,0 days 00:06:30.129090,0.0,6,11,500,128.95131754875183,1.0133515199025471,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.3490818658957244,0.02847194641173583,0.0060129148495346755,COMPLETE
262,0.9273532204392131,2023-09-04 00:41:00.438908,2023-09-04 00:47:31.237842,0 days 00:06:30.798934,0.0,6,11,500,129.1581650575002,1.0208600362141926,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.241596527303167,0.03983456731913853,0.0060129148495346755,COMPLETE
263,0.9273532204392131,2023-09-04 00:41:31.880308,2023-09-04 00:48:47.476634,0 days 00:07:15.596326,0.0,6,11,500,143.8920203844706,1.2257309754689534,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.3763324480214139,0.022816855854541768,0.0060129148495346755,COMPLETE
264,0.9273532204392131,2023-09-04 00:44:39.279196,2023-09-04 00:51:11.708425,0 days 00:06:32.429229,0.0,6,11,500,129.6930160522461,1.0410343011220295,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.977914660846368,0.05905863798954934,0.0060129148495346755,COMPLETE
265,0.9273532204392131,2023-09-04 00:44:42.207887,2023-09-04 00:51:49.434673,0 days 00:07:07.226786,0.0,6,11,500,141.20952693621317,1.1211832364400227,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.011823061158292,0.0668754431320501,0.0060129148495346755,COMPLETE
266,0.9273532204392131,2023-09-04 00:46:11.177843,2023-09-04 00:52:45.386825,0 days 00:06:34.208982,0.0,6,11,500,130.16053167978922,1.1727649370829265,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.153053742313923,0.09766324333822658,0.0060129148495346755,COMPLETE
267,0.9273532204392131,2023-09-04 00:47:09.994543,2023-09-04 00:54:19.568268,0 days 00:07:09.573725,0.0,6,11,500,141.67969258626303,1.431005318959554,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.1355987687533498,0.4772004236524852,0.0060129148495346755,COMPLETE
268,0.9273532204392131,2023-09-04 00:47:22.177041,2023-09-04 00:53:54.954845,0 days 00:06:32.777804,0.0,6,11,500,129.62615418434143,1.2297631899515789,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.7743962936504911,0.2774900478589023,0.0060129148495346755,COMPLETE
269,0.9273532204392131,2023-09-04 00:47:31.242839,2023-09-04 00:54:06.555702,0 days 00:06:35.312863,0.0,6,11,500,130.3261022567749,1.3831576506296794,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.2562831914391572,0.27301005592426175,0.0060129148495346755,COMPLETE
270,0.9273532204392131,2023-09-04 00:48:02.157979,2023-09-04 00:55:10.829826,0 days 00:07:08.671847,0.0,6,11,500,141.61502639452615,1.1907192866007488,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.7000760582502585,0.126693790446761,0.0060129148495346755,COMPLETE
271,0.9062251586711906,2023-09-04 00:48:47.482635,2023-09-04 00:55:52.351284,0 days 00:07:04.868649,0.0075,6,11,500,140.65505305926004,0.8944780031840006,0.9062251586711906,0.8998523911236933,0.9037587419983897,0.9150643428914889,3.5615295492350247,0.09151277103781055,0.006450492361018517,COMPLETE
272,0.9062251586711906,2023-09-04 00:51:11.715423,2023-09-04 00:57:45.685668,0 days 00:06:33.970245,0.0075,6,11,500,130.40759992599487,0.8504612445831299,0.9062251586711906,0.8998523911236933,0.9037587419983897,0.9150643428914889,5.773333453903098,0.10961834384297277,0.006450492361018517,COMPLETE
273,0.9273532204392131,2023-09-04 00:51:49.440682,2023-09-04 00:59:02.677719,0 days 00:07:13.237037,0.0,6,11,500,143.1767848332723,1.1702057520548503,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,7.135708514126464,0.03064488835068722,0.0060129148495346755,COMPLETE
274,0.9273532204392131,2023-09-04 00:52:45.393828,2023-09-04 00:59:21.268393,0 days 00:06:35.874565,0.0,6,11,500,130.84517606099448,1.0296568075815837,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.800529868054912,0.020686223819883668,0.0060129148495346755,COMPLETE
275,0.9273532204392131,2023-09-04 00:53:54.962846,2023-09-04 01:00:29.760555,0 days 00:06:34.797709,0.0,6,11,500,130.42416206995645,1.1127183437347412,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.476048834929669,0.13856320015814272,0.0060129148495346755,COMPLETE
276,0.9273532204392131,2023-09-04 00:54:06.573700,2023-09-04 01:00:42.575288,0 days 00:06:36.001588,0.0,6,11,500,130.87911518414816,1.053056240081787,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.4483244468316725,0.07403175988902018,0.0060129148495346755,COMPLETE
277,0.9273532204392131,2023-09-04 00:54:19.577268,2023-09-04 01:01:38.748798,0 days 00:07:19.171530,0.0,6,11,500,145.18992511431375,1.1260426839192708,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,7.049182659523818,0.05829192582274295,0.0060129148495346755,COMPLETE
278,0.9273532204392131,2023-09-04 00:55:10.845826,2023-09-04 01:02:33.019436,0 days 00:07:22.173610,0.0,6,11,500,146.17509937286377,1.1428484916687012,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,7.933773059960157,0.0638752701129223,0.0060129148495346755,COMPLETE
279,0.9273532204392131,2023-09-04 00:55:52.368285,2023-09-04 01:03:25.979049,0 days 00:07:33.610764,0.0,6,11,500,149.37708322207132,1.7534770965576172,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.2224914979515855,0.21476218346798834,0.0060129148495346755,COMPLETE
280,0.9273532204392131,2023-09-04 00:57:45.696667,2023-09-04 01:04:24.214186,0 days 00:06:38.517519,0.0,6,11,500,131.63890727361044,1.1245591640472412,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.813018663887727,0.06381347698781467,0.0060129148495346755,COMPLETE
281,0.9273532204392131,2023-09-04 00:59:02.682729,2023-09-04 01:06:34.759598,0 days 00:07:32.076869,0.0,6,11,500,149.35417755444846,1.26725172996521,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.772915887893398,0.13094272674728397,0.0060129148495346755,COMPLETE
282,0.9273532204392131,2023-09-04 00:59:21.274391,2023-09-04 01:06:02.360423,0 days 00:06:41.086032,0.0,6,11,500,132.22429871559143,1.4096897443135579,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.292391575680492,0.24171033852418836,0.0060129148495346755,COMPLETE
283,0.9273532204392131,2023-09-04 01:00:29.766553,2023-09-04 01:07:13.147869,0 days 00:06:43.381316,0.0,6,11,500,133.26666720708212,1.1297430197397869,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.560821249962295,0.09968699756181057,0.0060129148495346755,COMPLETE
284,0.9273532204392131,2023-09-04 01:00:42.581291,2023-09-04 01:07:27.169822,0 days 00:06:44.588531,0.0,6,11,500,133.79864541689554,0.9888379573822021,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.162555314825083,0.015940198491831332,0.0060129148495346755,COMPLETE
285,0.9273532204392131,2023-09-04 01:01:38.753795,2023-09-04 01:09:04.678670,0 days 00:07:25.924875,0.0,6,11,500,147.45534308751425,1.1125898361206055,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.8766398239595024,0.05190388648412839,0.0060129148495346755,COMPLETE
286,0.9273532204392131,2023-09-04 01:02:33.030434,2023-09-04 01:09:50.594770,0 days 00:07:17.564336,0.0,6,11,500,144.69903818766275,1.0793875058492024,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.124647265945995,0.02281077582201879,0.0060129148495346755,COMPLETE
287,0.9273532204392131,2023-09-04 01:03:25.986575,2023-09-04 01:10:36.311081,0 days 00:07:10.324506,0.0,6,11,500,142.21307754516602,1.1095497608184814,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.008335729581308,0.03599080196644533,0.0060129148495346755,COMPLETE
288,0.9273532204392131,2023-09-04 01:04:24.220187,2023-09-04 01:10:53.747858,0 days 00:06:29.527671,0.0,6,11,500,128.6016193230947,1.1665770212809246,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,0.4691993905157359,0.15464395578912551,0.0060129148495346755,COMPLETE
289,0.9273532204392131,2023-09-04 01:06:02.367423,2023-09-04 01:12:25.186266,0 days 00:06:22.818843,0.0,6,11,500,126.1971914768219,1.328709602355957,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.002609265920513,0.40873416549519614,0.0060129148495346755,COMPLETE
290,0.9273532204392131,2023-09-04 01:06:34.788610,2023-09-04 01:13:25.398087,0 days 00:06:50.609477,0.0,6,11,500,135.62302915255228,1.1279327869415283,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,0.4832086666592981,0.08587661482891647,0.0060129148495346755,COMPLETE
291,0.9273532204392131,2023-09-04 01:07:13.158871,2023-09-04 01:13:33.888398,0 days 00:06:20.729527,0.0,6,11,500,125.55863412221272,1.281854470570882,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.0765479400217455,0.37754381664510717,0.0060129148495346755,COMPLETE
292,0.9274593277291111,2023-09-04 01:07:27.175823,2023-09-04 01:10:53.509786,0 days 00:03:26.333963,0.0,3,11,500,67.64261094729106,1.0698455174763997,0.9274593277291111,0.9204341705732891,0.926070430305787,0.9358733823082571,2.5881825900441178,0.1178309444792394,0.006379085189830934,COMPLETE
293,0.9273532204392131,2023-09-04 01:09:04.685667,2023-09-04 01:15:29.435321,0 days 00:06:24.749654,0.0,6,11,500,127.16198563575745,1.0288705031077068,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,7.089598019550278,0.13632658538039732,0.0060129148495346755,COMPLETE
294,0.9273532204392131,2023-09-04 01:09:50.601767,2023-09-04 01:16:02.744991,0 days 00:06:12.143224,0.0,6,11,500,123.02070148785909,0.9590115547180176,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,8.78726344367063,0.21820173166292928,0.0060129148495346755,COMPLETE
295,0.9273532204392131,2023-09-04 01:10:36.318079,2023-09-04 01:16:32.626502,0 days 00:05:56.308423,0.0,6,11,500,117.8131075700124,0.8910122712453207,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,12.434220980545055,0.17978720321301414,0.0060129148495346755,COMPLETE
296,0.9271900213167864,2023-09-04 01:10:53.517782,2023-09-04 01:15:15.718113,0 days 00:04:22.200331,0.0,4,11,500,86.24522018432617,1.0898679097493489,0.9271900213167864,0.9207495672305611,0.9256774936227629,0.935143003097035,1.3225829574570676,0.055196525987233756,0.005972635042673952,COMPLETE
297,0.9271900213167864,2023-09-04 01:10:53.759388,2023-09-04 01:15:15.949718,0 days 00:04:22.190330,0.0,4,11,500,85.93242383003235,1.3584849834442139,0.9271900213167864,0.9207495672305611,0.9256774936227629,0.935143003097035,1.3856652766888913,0.23313002150614337,0.005972635042673952,COMPLETE
298,0.9261675887928646,2023-09-04 01:12:25.192269,2023-09-04 01:18:13.539737,0 days 00:05:48.347468,0.0,7,11,500,115.35921080907185,0.6882584889729818,0.9261675887928646,0.9202725566246648,0.9230373843632086,0.9351928253907204,14.121711171016143,0.1536127045898978,0.00648085590239498,COMPLETE
299,0.9271900213167864,2023-09-04 01:13:25.410610,2023-09-04 01:17:06.378989,0 days 00:03:40.968379,0.0,4,11,500,72.79888288180034,0.781210740407308,0.9271900213167864,0.9207495672305611,0.9256774936227629,0.935143003097035,6.099785682751916,0.12528644002467973,0.005972635042673952,COMPLETE
